index,citations,year,Title,citations_average
5879,31,2015,Combinatorial Cascading Bandits,10.333333333333334
5882,10,2015,Is Approval Voting Optimal Given Approval Votes?,3.3333333333333335
5883,119,2015,A Complete Recipe for Stochastic Gradient MCMC,39.666666666666664
5884,20,2015,"Fast, Provable Algorithms for Isotonic Regression in all L_p-norms",6.666666666666667
5886,1163,2015,Spatial Transformer Networks,387.6666666666667
5887,88,2015,Structured Transforms for Small-Footprint Deep Learning,29.333333333333332
5889,9,2015,Infinite Factorial Dynamical Model,3.0
5890,20,2015,Matrix Manifold Optimization for Gaussian Mixtures,6.666666666666667
5892,8,2015,Fast Lifted MAP Inference via Partitioning,2.6666666666666665
5893,13,2015,Learning with Group Invariant Features: A Kernel Perspective.,4.333333333333333
5894,20,2015,Tractable Learning for Complex Probability Queries,6.666666666666667
5895,24,2015,Matrix Completion Under Monotonic Single Index Models,8.0
5896,180,2015,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets,60.0
5897,131,2015,Weakly-supervised Disentangling with Recurrent Transformations for 3D View Synthesis,43.666666666666664
5898,47,2015,Matrix Completion with Noisy Side Information,15.666666666666666
5899,25,2015,On the Optimality of Classifier Chain for Multi-label Classification,8.333333333333334
5900,253,2015,Solving Random Quadratic Systems of Equations Is Nearly as Easy as Solving Linear Systems,84.33333333333333
5902,11,2015,On Elicitation Complexity,3.6666666666666665
5903,4,2015,Embedding Inference for Structured Multilabel Prediction,1.3333333333333333
5904,30,2015,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,10.0
5910,20,2015,Visalogy: Answering Visual Analogy Questions,6.666666666666667
5911,92,2015,Hidden Technical Debt in Machine Learning Systems,30.666666666666668
5912,11,2015,"Reflection, Refraction, and Hamiltonian Monte Carlo",3.6666666666666665
5913,37,2015,On the Limitation of Spectral Methods: From the Gaussian Hidden Clique Problem to Rank-One Perturbations of Gaussian Tensors,12.333333333333334
5915,32,2015,Spherical Random Features for Polynomial Kernels,10.666666666666666
5916,9,2015,Learning Large-Scale Poisson DAG Models based on OverDispersion Scoring,3.0
5918,1,2015,Maximum Likelihood Learning With Arbitrary Treewidth via Fast-Mixing Parameter Sets,0.3333333333333333
5919,4,2015,Cornering Stationary and Restless Mixing Bandits with Remix-UCB,1.3333333333333333
5920,142,2015,Decoupled Deep Neural Network for Semi-supervised Semantic Segmentation,47.333333333333336
5921,51,2015,Shepard Convolutional Neural Networks,17.0
5923,8,2015,"Saliency, Scale and Information: Towards a Unifying Theory",2.6666666666666665
5924,25,2015,Halting in Random Walk Kernels,8.333333333333334
5925,13,2015,Calibrated Structured Prediction,4.333333333333333
5926,260,2015,Texture Synthesis Using Convolutional Neural Networks,86.66666666666667
5929,13,2015,Latent Bayesian melding for integrating individual and population models,4.333333333333333
5931,26,2015,Precision-Recall-Gain Curves: PR Analysis Done Right,8.666666666666666
5933,33,2015,Learning with Incremental Iterative Regularization,11.0
5934,27,2015,GAP Safe screening rules for sparse multi-task and multi-class models,9.0
5937,11,2015,Learning From Small Samples: An Analysis of Simple Decision Heuristics,3.6666666666666665
5938,72,2015,Variational Information Maximisation for Intrinsically Motivated Reinforcement Learning,24.0
5939,19,2015,Fast Second Order Stochastic Backpropagation for Variational Inference,6.333333333333333
5941,102,2015,Automatic Variational Inference in Stan,34.0
5942,5,2015,Robust Spectral Inference for Joint Stochastic Matrix Factorization,1.6666666666666667
5943,385,2015,Semi-supervised Learning with Ladder Networks,128.33333333333334
5945,26,2015,Supervised Learning for Dynamical System Learning,8.666666666666666
5948,14,2015,Matrix Completion from Fewer Entries: Spectral Detectability and Rank Estimation,4.666666666666667
5949,114,2015,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",38.0
5950,23,2015,Adaptive Primal-Dual Splitting Methods for Statistical Learning and Image Processing,7.666666666666667
5951,29,2015,Expressing an Image Stream with a Sequence of Natural Sentences,9.666666666666666
5954,22,2015,On Top-k Selection in Multi-Armed Bandits and Hidden Bipartite Graphs,7.333333333333333
5955,276,2015,Action-Conditional Video Prediction using Deep Networks in Atari Games,92.0
5956,26,2015,Algorithms with Logarithmic or Sublinear Regret for Constrained Contextual Bandits,8.666666666666666
5957,4,2015,Empirical Localization of Homogeneous Divergences on Discrete Sample Spaces,1.3333333333333333
5959,14,2015,On some provably correct cases of variational inference for topic models,4.666666666666667
5960,14,2015,Rectified Factor Networks,4.666666666666667
5961,49,2015,Fast Two-Sample Testing with Analytic Representations of Probability Measures,16.333333333333332
5963,15,2015,Kullback-Leibler Proximal Variational Inference,5.0
5964,687,2015,Teaching Machines to Read and Comprehend,229.0
5965,26,2015,Sum-of-Squares Lower Bounds for Sparse PCA,8.666666666666666
5966,48,2015,Fast and Guaranteed Tensor Decomposition via Sketching,16.0
5967,2,2015,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.6666666666666666
5968,2,2015,Probabilistic Curve Learning: Coulomb Repulsion and the Electrostatic Gaussian Process,0.6666666666666666
5969,44,2015,Max-Margin Majority Voting for Learning from Crowds,14.666666666666666
5975,11,2015,Sparse Linear Programming via Primal and Dual Augmented Coordinate Descent,3.6666666666666665
5976,5,2015,Semi-Proximal Mirror-Prox for Nonsmooth Composite Minimization,1.6666666666666667
5977,111,2015,Fast Randomized Kernel Ridge Regression with Statistical Guarantees,37.0
5978,458,2015,Grammar as a Foreign Language,152.66666666666666
5983,17,2015,Max-Margin Deep Generative Models,5.666666666666667
5985,44,2015,A Reduced-Dimension fMRI Shared Response Model,14.666666666666666
5986,13,2015,Expectation Particle Belief Propagation,4.333333333333333
5989,8,2015,Discriminative Robust Transformation Learning,2.6666666666666665
5990,436,2015,Pointer Networks,145.33333333333334
5991,22,2015,Online Learning with Gaussian Payoffs and Side Observations,7.333333333333333
5993,18,2016,Testing for Differences in Gaussian Graphical Models: Applications to Brain Connectivity,9.0
5995,5,2016,High Dimensional Structured Superposition Models,2.5
5998,28,2016,Achieving budget-optimality with adaptive schemes in crowdsourcing,14.0
6000,9,2016,A scalable end-to-end Gaussian process adapter for irregularly sampled time series classification,4.5
6001,6,2016,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,3.0
6002,59,2016,Regularization With Stochastic Transformations and Perturbations for Deep Semi-Supervised Learning,29.5
6005,14,2016,Homotopy Smoothing for Non-Smooth Problems with Lower Complexity than O(1/\epsilon),7.0
6006,7,2016,Multi-armed Bandits: Competing with Optimal Sequences,3.5
6009,13,2016,The Power of Optimization from Samples,6.5
6011,10,2016,Learning Sparse Gaussian Graphical Models with Overlapping Blocks,5.0
6012,64,2016,Sequential Neural Models with Stochastic Layers,32.0
6014,6,2016,Variational Information Maximization for Feature Selection,3.0
6016,29,2016,End-to-End Kernel Learning with Supervised Convolutional Kernel Networks,14.5
6017,30,2016,Regularized Nonlinear Acceleration,15.0
6018,4,2016,Balancing Suspense and Surprise: Timely Decision Making with Endogenous Information Acquisition,2.0
6019,18,2016,Finite Sample Prediction and Recovery Bounds for Ordinal Embedding,9.0
6021,17,2016,Deep Learning for Predicting Human Strategic Behavior,8.5
6022,11,2016,Linear-Memory and Decomposition-Invariant Linearly Convergent Conditional Gradient Algorithm for Structured Polytopes,5.5
6023,7,2016,Probing the Compositionality of Intuitive Functions,3.5
6024,5,2016,Minimax Estimation of Maximum Mean Discrepancy with Radial Kernels,2.5
6025,11,2016,Mixed Linear Regression with Multiple Components,5.5
6026,24,2016,An Online Sequence-to-Sequence Model Using Partial Conditioning,12.0
6028,4,2016,The Forget-me-not Process,2.0
6030,5,2016,Optimistic Gittins Indices,2.5
6033,16,2016,LightRNN: Memory and Computation-Efficient Recurrent Neural Networks,8.0
6034,7,2016,Measuring the reliability of MCMC inference with bidirectional Monte Carlo,3.5
6035,4,2016,Preference Completion from Partial Rankings,2.0
6036,117,2016,Unsupervised Learning of 3D Structure from Images,58.5
6037,41,2016,Orthogonal Random Features,20.5
6038,36,2016,Stochastic Variational Deep Kernel Learning,18.0
6039,5,2016,Gradient-based Sampling: An Adaptive Importance Sampling for Least-squares,2.5
6040,44,2016,Direct Feedback Alignment Provides Learning in Deep Neural Networks,22.0
6042,3,2016,Using Social Dynamics to Make Individual Predictions: Variational Inference with a Stochastic Kinetic Model,1.5
6043,8,2016,Adversarial Multiclass Classification: A Risk Minimization Perspective,4.0
6046,1,2016,The Robustness of Estimator Composition,0.5
6048,6,2016,Deep Learning Games,3.0
6052,22,2016,Safe Policy Improvement by Minimizing Robust Baseline Regret,11.0
6054,18,2016,Adaptive Skills Adaptive Partitions (ASAP),9.0
6055,1277,2016,Improved Techniques for Training GANs,638.5
6056,5,2016,Reconstructing Parameters of Spreading Models from Partial Observations,2.5
6057,15,2016,Flexible Models for Microclustering with Application to Entity Resolution,7.5
6059,1,2016,Adaptive Maximization of Pointwise Submodular Functions With Budget Constraint,0.5
6062,38,2016,Efficient Second Order Online Learning by Sketching,19.0
6063,35,2016,A Powerful Generative Model Using Random Weights for the Deep Image Representation,17.5
6066,21,2016,Coin Betting and Parameter-Free Online Learning,10.5
6067,16,2016,Distributed Flexible Nonlinear Tensor Factorization,8.0
6074,49,2016,Dialog-based Language Learning,24.5
6075,7,2016,Dueling Bandits: Beyond Condorcet Winners to General Tournament Solutions,3.5
6077,191,2016,Deep Exploration via Bootstrapped DQN,95.5
6080,55,2016,Stochastic Optimization for Large-scale Optimal Transport,27.5
6084,51,2016,Understanding Probabilistic Sparse Gaussian Process Approximations,25.5
6088,10,2016,Faster Projection-free Convex Optimization over the Spectrahedron,5.0
6090,2,2016,A Bio-inspired Redundant Sensing Architecture,1.0
6091,8,2016,Large-Scale Price Optimization via Network Flow,4.0
6092,34,2016,Guided Policy Search via Approximate Mirror Descent,17.0
6093,17,2016,Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions,8.5
6094,13,2016,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,6.5
6098,13,2016,Dual Space Gradient Descent for Online Learning,6.5
6099,161,2016,Unsupervised Domain Adaptation with Residual Transfer Networks,80.5
6103,95,2016,Multimodal Residual Learning for Visual QA,47.5
6105,231,2016,Unsupervised Learning for Physical Interaction through Video Prediction,115.5
6107,47,2016,Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization,23.5
6108,18,2016,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks,9.0
6109,14,2016,Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy,7.0
6113,76,2016,Universal Correspondence Network,38.0
6115,4,2016,Unsupervised Risk Estimation Using Only Conditional Independence Structure,2.0
6118,5,2016,Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing,2.5
6120,2,2016,Optimistic Bandit Convex Optimization,1.0
6121,10,2016,Probabilistic Linear Multistep Methods,5.0
6122,2,2016,Optimal spectral transportation with application to music transcription,1.0
6123,149,2016,Dynamic Network Surgery for Efficient DNNs,74.5
6124,4,2016,Optimal Tagging with Markov Chain Optimization,2.0
6125,7,2016,Natural-Parameter Networks: A Class of Probabilistic Neural Networks,3.5
6127,3,2016,Structured Matrix Recovery via the Generalized Dantzig Selector,1.5
6129,54,2016,DeepMath - Deep Sequence Models for Premise Selection,27.0
6130,3,2016,Mixed vine copulas as joint models of spike counts and local field potentials,1.5
6131,97,2016,RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism,48.5
6132,6,2016,Boosting with Abstention,3.0
6133,5,2016,Estimating the Size of a Large Network and its Communities from a Random Sample,2.5
6135,6,2016,A state-space model of cross-region dynamic connectivity in MEG/EEG,3.0
6137,3,2016,Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages,1.5
6138,124,2016,Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision,62.0
6139,0,2016,Estimating Nonlinear Neural Response Functions using GP Priors and Kronecker Methods,0.0
6140,0,2016,Constraints Based Convex Belief Propagation,0.0
6141,6,2016,Geometric Dirichlet Means Algorithm for topic inference,3.0
6142,25,2016,Maximization of Approximately Submodular Functions,12.5
6145,130,2016,Global Optimality of Local Search for Low Rank Matrix Recovery,65.0
6146,26,2016,Brains on Beats,13.0
6148,2,2016,Regret Bounds for Non-decomposable Metrics with Missing Labels,1.0
6149,8,2016,Fast recovery from a union of subspaces,4.0
6150,16,2016,Bayesian latent structure discovery from multi-neuron recordings,8.0
6152,16,2016,Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated,8.0
6153,15,2016,A Communication-Efficient Parallel Algorithm for Decision Tree,7.5
6155,9,2016,Stochastic Three-Composite Convex Minimization,4.5
6156,86,2016,Cooperative Inverse Reinforcement Learning,43.0
6157,6,2016,"Threshold Bandits, With and Without Censored Feedback",3.0
6158,39,2016,Tree-Structured Reinforcement Learning for Sequential Object Localization,19.5
6159,28,2016,A Probabilistic Framework for Deep Learning,14.0
6161,28,2016,Fast and accurate spike sorting of high-channel count probes with KiloSort,14.0
6162,13,2016,Improved Regret Bounds for Oracle-Based Adversarial Contextual Bandits,6.5
6164,20,2016,Ancestral Causal Inference,10.0
6166,15,2016,Gaussian Processes for Survival Analysis,7.5
6167,6,2016,A forward model at Purkinje cell synapses facilitates cerebellar anticipatory control,3.0
6169,2,2016,Approximate maximum entropy principles via Goemans-Williamson with applications to provable variational methods,1.0
6170,5,2016,Leveraging Sparsity for Efficient Submodular Data Summarization,2.5
6172,93,2016,Deep ADMM-Net for Compressive Sensing MRI,46.5
6174,2,2016,Learning Parametric Sparse Models for Image Super-Resolution,1.0
6177,8,2016,Yggdrasil: An Optimized System for Training Deep Decision Trees at Scale,4.0
6186,5,2016,Linear Relaxations for Finding Diverse Elements in Metric Spaces,2.5
6188,2,2016,On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability,1.0
6189,3,2016,Consistent Kernel Mean Estimation for Functions of Random Variables,1.5
6190,3,2016,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,1.5
6192,47,2016,Maximal Sparsity with Deep Networks?,23.5
6193,1,2016,The Product Cut,0.5
6194,281,2016,f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization,140.5
6195,2,2016,Sparse Support Recovery with Non-smooth Loss Functions,1.0
6197,211,2016,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation,105.5
6200,19,2016,Stochastic Gradient Methods for Distributionally Robust Optimization with f-divergences,9.5
6206,3,2016,Can Peripheral Representations Improve Clutter Metrics on Complex Scenes?,1.5
6209,17,2016,Relevant sparse codes with variational information bottleneck,8.5
6211,28,2016,Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles,14.0
6212,31,2016,Collaborative Recurrent Autoencoder: Recommend while Learning to Fill in the Blanks,15.5
6213,3,2016,Infinite Hidden Semi-Markov Modulated Interaction Point Process,1.5
6214,55,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,27.5
6215,25,2016,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,12.5
6216,31,2016,Temporal Regularized Matrix Factorization for High-dimensional Time Series Prediction,15.5
6218,15,2016,Online and Differentially-Private Tensor Decomposition,7.5
6222,26,2016,Learning in Games: Robustness of Fast Convergence,13.0
6223,17,2016,On Explore-Then-Commit strategies,8.5
6224,9,2016,Dynamic matrix recovery from incomplete observations under an exact low-rank constraint,4.5
6226,79,2016,Single-Image Depth Perception in the Wild,39.5
6227,4,2016,Learned Region Sparsity and Diversity Also Predicts Visual Attention,2.0
6228,426,2016,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,213.0
6229,18,2016,Optimizing affinity-based binary hashing using auxiliary coordinates,9.0
6230,5,2016,Active Learning from Imperfect Labelers,2.5
6233,11,2016,Truncated Variance Reduction: A Unified Approach to Bayesian Optimization and Level-Set Estimation,5.5
6235,672,2016,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,336.0
6236,2,2016,Greedy Feature Construction,1.0
6237,12,2016,Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach,6.0
6238,5,2016,Parameter Learning for Log-supermodular Distributions,2.5
6242,6,2016,Tractable Operations for Arithmetic Circuits of Probabilistic Models,3.0
6244,1,2016,Cooperative Graphical Models,0.5
6246,30,2016,Cyclades: Conflict-free Asynchronous Machine Learning,15.0
6248,263,2016,Equality of Opportunity in Supervised Learning,131.5
6249,18,2016,Tagger: Deep Unsupervised Perceptual Grouping,9.0
6250,17,2016,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction,8.5
6252,11,2016,Breaking the Bandwidth Barrier: Geometrical Adaptive Entropy Estimation,5.5
6254,6,2016,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,3.0
6258,7,2016,Confusions over Time: An Interpretable Bayesian Model to Characterize Trends in Decision Making,3.5
6259,229,2016,Residual Networks Behave Like Ensembles of Relatively Shallow Networks,114.5
6260,12,2016,Communication-Optimal Distributed Clustering,6.0
6263,70,2016,Short-Dot: Computing Large Linear Transforms Distributedly Using Coded Short Dot Products,35.0
6264,2,2016,Finite-Dimensional BFRY Priors and Variational Bayesian Inference for Power Law Models,1.0
6265,24,2016,A Unified Approach for Learning the Parameters of Sum-Product Networks,12.0
6266,2,2016,Improved Error Bounds for Tree Representations of Metric Spaces,1.0
6267,146,2016,Value Iteration Networks,73.0
6268,120,2016,Learning What and Where to Draw,60.0
6269,4,2016,Unified Methods for Exploiting Piecewise Linear Structure in Convex Optimization,2.0
6270,103,2016,"Variational Autoencoder for Deep Learning of Images, Labels and Captions",51.5
6271,8,2016,Agnostic Estimation for Misspecified Phase Retrieval Models,4.0
6272,11,2016,Stochastic Structured Prediction under Bandit Feedback,5.5
6274,20,2016,Learning a Metric Embedding for Face Recognition using the Multibatch Method,10.0
6275,11,2016,End-to-End Goal-Driven Web Navigation,5.5
6277,2,2016,beta-risk: a New Surrogate Risk for Learning from Weakly Labeled Data,1.0
6279,116,2016,Understanding the Effective Receptive Field in Deep Convolutional Neural Networks,58.0
6281,28,2016,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks,14.0
6283,20,2016,Theoretical Comparisons of Positive-Unlabeled Learning against Positive-Negative Learning,10.0
6285,11,2016,How Deep is the Feature Analysis underlying Rapid Visual Categorization?,5.5
6286,74,2016,Review Networks for Caption Generation,37.0
6287,5,2016,Structure-Blind Signal Recovery,2.5
6288,284,2016,Learning to learn by gradient descent by gradient descent,142.0
6290,3,2016,Spectral Learning of Dynamic Systems from Nonequilibrium Data,1.5
6292,10,2016,Local Minimax Complexity of Stochastic Convex Optimization,5.0
6296,3,2016,A Credit Assignment Compiler for Joint Prediction,1.5
6299,9,2016,Towards Unifying Hamiltonian Monte Carlo and Slice Sampling,4.5
6300,22,2016,Multiple-Play Bandits in the Position-Based Model,11.0
6301,6,2016,Learning Infinite RBMs with Frank-Wolfe,3.0
6302,11,2016,Refined Lower Bounds for Adversarial Bandits,5.5
6303,6,2016,Learning Tree Structured Potential Games,3.0
6308,42,2016,Without-Replacement Sampling for Stochastic Gradient Methods,21.0
6310,7,2016,Community Detection on Evolving Graphs,3.5
6316,34,2016,Sub-sampled Newton Methods with Non-uniform Sampling,17.0
6319,31,2016,Local Maxima in the Likelihood of Gaussian Mixture Models: Structural Results and Algorithmic Consequences,15.5
6320,3,2016,A Probabilistic Model of Social Decision Making based on Reward Maximization,1.5
6321,4,2016,A posteriori error bounds for joint matrix decomposition problems,2.0
6322,17,2016,Bayesian optimization for automated model selection,8.5
6324,30,2016,Global Analysis of Expectation Maximization for Mixtures of Two Gaussians,15.0
6325,36,2016,Fast and Provably Good Seedings for k-Means,18.0
6326,19,2016,Edge-exchangeable graphs and sparsity,9.5
6328,7,2016,Dual Decomposed Learning with Factorwise Oracle for Structural SVM of Large Output Domain,3.5
6329,1,2016,Clustering with Bregman Divergences: an Asymptotic Analysis,0.5
6331,18,2016,Safe Exploration in Finite Markov Decision Processes with Gaussian Processes,9.0
6332,2,2016,Long-term Causal Effects via Behavioral Game Theory,1.0
6333,31,2016,Depth from a Single Image by Harmonizing Overcomplete Local Network Predictions,15.5
6334,0,2016,k*-Nearest Neighbors: From Global to Local,0.0
6337,13,2016,Dynamic Mode Decomposition with Reproducing Kernels for Koopman Spectral Analysis,6.5
6338,7,2016,Scalable Adaptive Stochastic Optimization Using Random Projections,3.5
6339,9,2016,Online Convex Optimization with Unconstrained Domains and Losses,4.5
6340,19,2016,Pruning Random Forests for Prediction on a Budget,9.5
6341,21,2016,Learning Deep Parsimonious Representations,10.5
6343,18,2016,Combinatorial Multi-Armed Bandit with General Reward Functions,9.0
6345,12,2016,Clustering Signed Networks with the Geometric Mean of Laplacians,6.0
6346,34,2016,Coresets for Scalable Bayesian Logistic Regression,17.0
6347,241,2016,Generating Images with Perceptual Similarity Metrics based on Deep Networks,120.5
6350,20,2016,A Comprehensive Linear Speedup Analysis for Asynchronous Stochastic Parallel Optimization from Zeroth-Order to First-Order,10.0
6353,314,2016,Coupled Generative Adversarial Networks,157.0
6354,13,2016,Sublinear Time Orthogonal Tensor Decomposition,6.5
6357,39,2016,"Examples are not enough, learn to criticize! Criticism for Interpretability",19.5
6358,18,2016,NESTT: A Nonconvex Primal-Dual Splitting Method for Distributed and Stochastic Optimization,9.0
6360,28,2016,Satisfying Real-world Goals with Dataset Constraints,14.0
6361,6,2016,Object based Scene Representations using Fisher Scores of Local Subspace Projections,3.0
6362,9,2016,Adaptive Concentration Inequalities for Sequential Decision Problems,4.5
6363,15,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,7.5
6364,20,2016,MetaGrad: Multiple Learning Rates in Online Learning,10.0
6365,57,2016,Architectural Complexity Measures of Recurrent Neural Networks,28.5
6366,8,2016,Solving Marginal MAP Problems with NP Oracles and Parity Constraints,4.0
6367,197,2016,Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections,98.5
6368,2,2016,Threshold Learning for Optimal Decision Making,1.0
6371,26,2016,Optimal Cluster Recovery in the Labeled Stochastic Block Model,13.0
6372,8,2016,Online Bayesian Moment Matching for Topic Modeling with Unknown Number of Topics,4.0
6373,12,2016,Fast Active Set Methods for Online Spike Inference from Calcium Imaging,6.0
6374,23,2016,Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition,11.5
6375,15,2016,Linear Contextual Bandits with Knapsacks,7.5
6377,19,2016,Stochastic Online AUC Maximization,9.5
6378,3,2016,"Efficient state-space modularization for planning: theory, behavioral and neural signatures",1.5
6379,2,2016,Probabilistic Inference with Generating Functions for Poisson Latent Variable Models,1.0
6382,1,2016,Neurons Equipped with Intrinsic Plasticity Learn Stimulus Intensity Statistics,0.5
6387,22,2016,Learning from Small Sample Sets by Combining Unsupervised Meta-Training with CNNs,11.0
6388,306,2016,Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks,153.0
6389,16,2016,High-Rank Matrix Completion and Clustering under Self-Expressive Models,8.0
6390,6,2016,Tensor Switching Networks,3.0
6392,90,2016,MoCap-guided Data Augmentation for 3D Pose Estimation in the Wild,45.0
6393,4,2016,Minimax Optimal Alternating Minimization for Kernel Nonparametric Tensor Learning,2.0
6397,140,2016,Synthesizing the preferred inputs for neurons in neural networks via deep generator networks,70.0
6398,11,2016,Protein contact prediction from amino acid co-evolution using convolutional networks for graph-valued images,5.5
6399,5,2016,Single Pass PCA of Matrix Products,2.5
6401,13,2016,Noise-Tolerant Life-Long Matrix Completion via Adaptive Sampling,6.5
6405,19,2016,Crowdsourced Clustering: Querying Edges vs Triangles,9.5
6406,5,2016,Efficient Neural Codes under Metabolic Constraints,2.5
6407,4,2016,Verification Based Solution for Structured MAB Problems,2.0
6412,11,2016,Budgeted stream-based active learning via adaptive submodular maximization,5.5
6413,10,2016,Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables,5.0
6414,93,2016,Exponential expressivity in deep neural networks through transient chaos,46.5
6416,8,2016,Adaptive optimal training of animal behavior,4.0
6417,2,2016,Efficient and Robust Spiking Neural Circuit for Navigation Inspired by Echolocating Bats,1.0
6419,24,2016,Estimating the class prior and posterior from noisy positives and unlabeled data,12.0
6420,50,2016,Convolutional Neural Fabrics,25.0
6422,37,2016,Deep Neural Networks with Inexact Matching for Person Re-Identification,18.5
6423,108,2016,Professor Forcing: A New Algorithm for Training Recurrent Networks,54.0
6424,7,2016,Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models,3.5
6425,50,2016,Rényi Divergence Variational Inference,25.0
6426,13,2016,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods,6.5
6427,45,2016,LazySVD: Even Faster SVD Decomposition Yet Without Agonizing Pain,22.5
6428,186,2016,SoundNet: Learning Sound Representations from Unlabeled Video,93.0
6429,311,2016,Learning a Probabilistic Latent Space of Object Shapes via 3D Generative-Adversarial Modeling,155.5
6430,2,2016,A Probabilistic Programming Approach To Probabilistic Data Analysis,1.0
6432,2,2016,Multivariate tests of association based on univariate tests,1.0
6433,15,2016,DECOrrelated feature space partitioning for distributed sparse regression,7.5
6434,35,2016,Supervised Word Mover's Distance,17.5
6435,8,2016,The Multi-fidelity Multi-armed Bandit,4.0
6437,8,2016,Stochastic Gradient MCMC with Stale Gradients,4.0
6438,9,2016,Low-Rank Regression with Tensor Responses,4.5
6439,24,2016,Completely random measures for modelling block-structured sparse networks,12.0
6441,326,2016,Learning Structured Sparsity in Deep Neural Networks,163.0
6442,24,2016,Interpretable Distribution Features with Maximum Testing Power,12.0
6447,6,2016,Interpretable Nonlinear Dynamic Modeling of Neural Trajectories,3.0
6450,94,2016,"Attend, Infer, Repeat: Fast Scene Understanding with Generative Models",47.0
6451,3,2016,On Regularizing Rademacher Observation Losses,1.5
6452,5,2016,Split LBI: An Iterative Regularization Path with Structural Sparsity,2.5
6453,0,2016,Quantized Random Projections and Non-Linear Estimation of Cosine Similarity,0.0
6456,10,2016,Search Improves Label for Active Learning,5.0
6457,398,2016,Matching Networks for One Shot Learning,199.0
6461,3,2016,Feature-distributed sparse regression: a screen-and-clean approach,1.5
6463,6,2016,Optimal Architectures in a Solvable Model of Deep Networks,3.0
6465,25,2016,Barzilai-Borwein Step Size for Stochastic Gradient Descent,12.5
6466,7,2016,Tracking the Best Expert in Non-stationary Stochastic Environments,3.5
6468,6,2016,The Multiple Quantile Graphical Model,3.0
6470,126,2016,Dual Learning for Machine Translation,63.0
6471,11,2016,Statistical Inference for Cluster Trees,5.5
6472,1,2016,Graph Clustering: Block-models and model free results,0.5
6475,10,2016,Combinatorial Energy Learning for Image Segmentation,5.0
6476,449,2016,Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering,224.5
6477,358,2016,Conditional Image Generation with PixelCNN Decoders,179.0
6478,9,2016,Inference by Reparameterization in Neural Population Codes,4.5
6480,130,2016,VIME: Variational Information Maximizing Exploration,65.0
6482,18,2016,General Tensor Spectral Co-clustering for Higher-Order Data,9.0
6483,0,2016,Multi-step learning and underlying structure in statistical models,0.0
6484,16,2016,Convergence guarantees for kernel-based quadrature rules in misspecified settings,8.0
6485,17,2016,Sorting out typicality with the inverse moment matrix SOS polynomial,8.5
6486,22,2016,Higher-Order Factorization Machines,11.0
6487,43,2016,Local Similarity-Aware Deep Feature Embedding,21.5
6488,2,2016,Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition,1.0
6489,5,2016,Near-Optimal Smoothing of Structured Conditional Probability Matrices,2.5
6490,18,2016,Accelerating Stochastic Composition Optimization,9.0
6494,7,2016,Efficient High-Order Interaction-Aware Feature Selection Based on Conditional Mutual Information,3.5
6496,7,2016,Conditional Generative Moment-Matching Networks,3.5
